Rank,name,pokedex_number,abilities,typing,hp,attack,defense,special_attack,special_defense,speed,height,weight,genus,gen_introduced,female_rate,genderless,baby_pokemon,legendary,mythical,is_default,forms_switchable,base_experience,capture_rate,egg_groups,egg_cycles,base_happiness,can_evolve,evolves_from,primary_color,shape,number_pokemon_with_typing,defense_vs_normal,defense_vs_fire,defense_vs_water,defense_vs_electric,defense_vs_grass,defense_vs_ice,defense_vs_fighting,defense_vs_poison,defense_vs_ground,defense_vs_flying,defense_vs_psychic,defense_vs_bug,defense_vs_rock,defense_vs_ghost,defense_vs_dragon,defense_vs_dark,defense_vs_steel,defense_vs_fairy
OU,Rillaboom,812,Overgrow~Grassy Surge,Grass,100,125,90,60,70,85,21,900,Drummer Pokémon,8,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,265,45,Field~Grass,20,50,FALSE,Thwackey,Green,Humanoid,43,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
LC,Scorbunny,813,Blaze~Libero,Fire,50,71,40,40,40,69,3,45,Rabbit Pokémon,8,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,62,45,Field~Human-Like,20,50,TRUE,,White,Upright,34,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
NFE,Raboot,814,Blaze~Libero,Fire,65,86,60,55,60,94,6,90,Rabbit Pokémon,8,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,147,45,Field~Human-Like,20,50,TRUE,Scorbunny,Gray,Upright,34,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
Uber,Cinderace,815,Blaze~Libero,Fire,80,116,75,65,75,119,14,330,Striker Pokémon,8,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,265,45,Field~Human-Like,20,50,FALSE,Raboot,White,Upright,34,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
LC,Sobble,816,Torrent~Sniper,Water,50,40,40,70,40,70,3,40,Water Lizard Pokémon,8,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,62,45,Water 1~Field,20,50,TRUE,,Blue,Quadruped,72,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
NFE,Drizzile,817,Torrent~Sniper,Water,65,60,55,95,55,90,7,115,Water Lizard Pokémon,8,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,147,45,Water 1~Field,20,50,TRUE,Sobble,Blue,Upright,72,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
NU,Inteleon,818,Torrent~Sniper,Water,70,85,65,125,65,120,19,452,Secret Agent Pokémon,8,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,265,45,Water 1~Field,20,50,FALSE,Drizzile,Blue,Upright,72,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
LC,Skwovet,819,Cheek Pouch~Gluttony,Normal,70,55,55,35,35,25,3,25,Cheeky Pokémon,8,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,55,255,Field,20,50,TRUE,,Brown,Upright,71,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
(PU),Greedent,820,Cheek Pouch~Gluttony,Normal,120,95,95,55,75,20,6,60,Greedy Pokémon,8,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,161,90,Field,20,50,FALSE,Skwovet,Brown,Upright,71,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
LC,Rookidee,821,Keen Eye~Unnerve~Big Pecks,Flying,38,47,35,33,35,57,2,18,Tiny Bird Pokémon,8,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,49,255,Flying,15,50,TRUE,,Blue,Wings,4,1,1,1,2,0.5,2,0.5,1,0,1,1,0.5,2,1,1,1,1,1
NFE,Corvisquire,822,Keen Eye~Unnerve~Big Pecks,Flying,68,67,55,43,55,77,8,160,Raven Pokémon,8,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,128,120,Flying,15,50,TRUE,Rookidee,Blue,Wings,4,1,1,1,2,0.5,2,0.5,1,0,1,1,0.5,2,1,1,1,1,1
OU,Corviknight,823,Pressure~Unnerve~Mirror Armor,Flying~Steel,98,87,105,53,85,67,22,750,Raven Pokémon,8,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,248,45,Flying,15,50,FALSE,Corvisquire,Purple,Wings,3,0.5,2,1,2,0.25,1,1,0,0,0.5,0.5,0.25,1,1,0.5,1,0.5,0.5
LC,Blipbug,824,Swarm~Compound Eyes~Telepathy,Bug,25,20,20,25,45,45,4,80,Larva Pokémon,8,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,36,255,Bug,15,50,TRUE,,Blue,Armor,19,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
NFE,Dottler,825,Swarm~Compound Eyes~Telepathy,Bug~Psychic,50,35,80,50,90,30,4,195,Radome Pokémon,8,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,117,120,Bug,15,50,TRUE,Blipbug,Yellow,Armor,2,1,2,1,1,0.5,1,0.25,1,0.5,2,0.5,2,2,2,1,2,1,1
(PU),Orbeetle,826,Swarm~Frisk~Telepathy,Bug~Psychic,60,45,110,80,120,90,4,408,Seven Spot Pokémon,8,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,253,45,Bug,15,50,FALSE,Dottler,Red,Wings,2,1,2,1,1,0.5,1,0.25,1,0.5,2,0.5,2,2,2,1,2,1,1
LC,Nickit,827,Run Away~Unburden~Stakeout,Dark,40,28,28,47,52,50,6,89,Fox Pokémon,8,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,49,255,Field,15,50,TRUE,,Brown,Quadruped,14,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
(PU),Thievul,828,Run Away~Unburden~Stakeout,Dark,70,58,58,87,92,90,12,199,Fox Pokémon,8,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,159,127,Field,15,50,FALSE,Nickit,Brown,Quadruped,14,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
LC,Gossifleur,829,Cotton Down~Regenerator~Effect Spore,Grass,40,40,60,40,60,10,4,22,Flowering Pokémon,8,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,50,190,Grass,20,50,TRUE,,Green,Blob,43,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
(PU),Eldegoss,830,Cotton Down~Regenerator~Effect Spore,Grass,60,50,90,80,120,60,5,25,Cotton Bloom Pokémon,8,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,161,75,Grass,20,50,FALSE,Gossifleur,Green,Blob,43,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
LC,Wooloo,831,Fluffy~Run Away~Bulletproof,Normal,42,40,55,40,45,48,6,60,Sheep Pokémon,8,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,122,255,Field,15,50,TRUE,,White,Quadruped,71,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
(PU),Dubwool,832,Fluffy~Run Away~Bulletproof,Normal,72,80,100,60,90,88,13,430,Sheep Pokémon,8,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,172,127,Field,15,50,FALSE,Wooloo,White,Quadruped,71,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
LC,Chewtle,833,Strong Jaw~Shell Armor~Swift Swim,Water,50,64,50,38,38,44,3,85,Snapping Pokémon,8,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,57,255,Monster~Water 1,20,50,TRUE,,Green,Quadruped,72,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
(PU),Drednaw,834,Strong Jaw~Shell Armor~Swift Swim,Water~Rock,90,115,90,48,68,74,10,1155,Bite Pokémon,8,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,170,75,Monster~Water 1,20,50,FALSE,Chewtle,Green,Quadruped,11,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
LC,Yamper,835,Ball Fetch~Rattled,Electric,59,45,50,40,50,26,3,135,Puppy Pokémon,8,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,54,255,Field,20,50,TRUE,,Yellow,Quadruped,34,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
(PU),Boltund,836,Strong Jaw~Competitive,Electric,69,90,60,90,60,121,10,340,Dog Pokémon,8,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,172,45,Field,20,50,FALSE,Yamper,Yellow,Quadruped,34,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
LC,Rolycoly,837,Steam Engine~Heatproof~Flash Fire,Rock,30,40,50,40,50,30,3,120,Coal Pokémon,8,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,48,255,Mineral,15,50,TRUE,,Black,Ball,16,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
NFE,Carkol,838,Steam Engine~Flame Body~Flash Fire,Rock~Fire,80,60,90,60,70,50,11,780,Coal Pokémon,8,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,144,120,Mineral,15,50,TRUE,Rolycoly,Black,Legs,3,0.5,0.25,4,1,1,0.5,2,0.5,4,0.5,1,0.5,2,1,1,1,1,0.5
(PU),Coalossal,839,Steam Engine~Flame Body~Flash Fire,Rock~Fire,110,80,120,80,90,30,28,3105,Coal Pokémon,8,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,255,45,Mineral,15,50,FALSE,Carkol,Black,Humanoid,3,0.5,0.25,4,1,1,0.5,2,0.5,4,0.5,1,0.5,2,1,1,1,1,0.5
LC,Applin,840,Ripen~Gluttony~Bulletproof,Grass~Dragon,40,40,80,40,40,20,2,5,Apple Core Pokémon,8,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,52,255,Grass~Dragon,20,50,TRUE,,Green,Squiggle,5,1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2
(PU),Flapple,841,Ripen~Gluttony~Hustle,Grass~Dragon,70,110,80,95,60,70,3,10,Apple Wing Pokémon,8,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,170,45,Grass~Dragon,20,50,FALSE,Applin,Green,Wings,5,1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2
(PU),Appletun,842,Ripen~Gluttony~Thick Fat,Grass~Dragon,110,85,80,100,80,30,4,130,Apple Nectar Pokémon,8,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,170,45,Grass~Dragon,20,50,FALSE,Applin,Green,Quadruped,5,1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2
LC,Silicobra,843,Sand Spit~Shed Skin~Sand Veil,Ground,52,57,75,35,50,46,22,76,Sand Snake Pokémon,8,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,63,255,Field~Dragon,20,50,TRUE,,Green,Squiggle,17,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
PU,Sandaconda,844,Sand Spit~Shed Skin~Sand Veil,Ground,72,107,125,65,70,71,38,655,Sand Snake Pokémon,8,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,179,120,Field~Dragon,20,50,FALSE,Silicobra,Green,Squiggle,17,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
(PU),Cramorant,845,Gulp Missile,Flying~Water,70,85,55,85,95,85,8,180,Gulp Pokémon,8,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,166,45,Water 1~Flying,20,50,FALSE,,Blue,Wings,8,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1
LC,Arrokuda,846,Swift Swim~Propeller Tail,Water,41,63,40,40,30,66,5,10,Rush Pokémon,8,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,56,255,Water 2,20,50,TRUE,,Brown,Fish,72,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
OU,Barraskewda,847,Swift Swim~Propeller Tail,Water,61,123,60,60,50,136,13,300,Skewer Pokémon,8,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,172,60,Water 2,20,50,FALSE,Arrokuda,Brown,Fish,72,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
LC,Toxel,848,Rattled~Static~Klutz,Electric~Poison,40,38,35,54,35,40,4,110,Baby Pokémon,8,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,48,75,Undiscovered,25,50,TRUE,,Purple,Upright,3,1,1,1,0.5,0.5,1,0.5,0.5,4,0.5,2,0.5,1,1,1,1,0.5,0.5
LC,Sizzlipede,850,Flash Fire~White Smoke~Flame Body,Fire~Bug,50,65,45,50,50,45,7,10,Radiator Pokémon,8,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,61,190,Bug,20,50,TRUE,,Red,Tentacles,4,1,1,2,1,0.25,0.5,0.5,1,1,2,1,0.5,4,1,1,1,0.5,0.5
(PU),Centiskorch,851,Flash Fire~White Smoke~Flame Body,Fire~Bug,100,115,65,90,90,65,30,1200,Radiator Pokémon,8,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,184,75,Bug,20,50,FALSE,Sizzlipede,Red,Tentacles,4,1,1,2,1,0.25,0.5,0.5,1,1,2,1,0.5,4,1,1,1,0.5,0.5
LC,Clobbopus,852,Limber~Technician,Fighting,50,68,60,50,50,32,6,40,Tantrum Pokémon,8,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,62,180,Water 1~Human-Like,25,50,TRUE,,Brown,Tentacles,29,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
(PU),Grapploct,853,Limber~Technician,Fighting,80,118,90,70,80,42,16,390,Jujitsu Pokémon,8,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,168,45,Water 1~Human-Like,25,50,FALSE,Clobbopus,Blue,Tentacles,29,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
LC,Sinistea,854,Weak Armor~Cursed Body,Ghost,40,45,45,74,54,50,1,2,Black Tea Pokémon,8,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,62,120,Mineral~Amorphous,20,50,TRUE,,Purple,Ball,15,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
RU,Polteageist,855,Weak Armor~Cursed Body,Ghost,60,65,65,134,114,70,2,4,Black Tea Pokémon,8,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,178,60,Mineral~Amorphous,20,50,FALSE,Sinistea,Purple,Ball,15,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
LC,Hatenna,856,Healer~Anticipation~Magic Bounce,Psychic,42,30,45,56,53,39,4,34,Calm Pokémon,8,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,53,235,Fairy,20,50,TRUE,,Pink,Legs,45,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
NFE,Hattrem,857,Healer~Anticipation~Magic Bounce,Psychic,57,40,65,86,73,49,6,48,Serene Pokémon,8,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,130,120,Fairy,20,50,TRUE,Hatenna,Pink,Humanoid,45,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
UU,Hatterene,858,Healer~Anticipation~Magic Bounce,Psychic~Fairy,57,90,95,136,103,29,21,51,Silent Pokémon,8,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,255,45,Fairy,20,50,FALSE,Hattrem,Pink,Blob,9,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1
LC,Impidimp,859,Prankster~Frisk~Pickpocket,Dark~Fairy,45,45,30,55,40,50,4,55,Wily Pokémon,8,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,53,255,Fairy~Human-Like,20,50,TRUE,,Pink,Humanoid,3,1,1,1,1,1,1,1,2,1,1,0,1,1,0.5,0,0.25,2,2
NFE,Morgrem,860,Prankster~Frisk~Pickpocket,Dark~Fairy,65,60,45,75,55,70,8,125,Devious Pokémon,8,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,130,120,Fairy~Human-Like,20,50,TRUE,Impidimp,Pink,Humanoid,3,1,1,1,1,1,1,1,2,1,1,0,1,1,0.5,0,0.25,2,2
RU,Grimmsnarl,861,Prankster~Frisk~Pickpocket,Dark~Fairy,95,120,65,95,75,60,15,610,Bulk Up Pokémon,8,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,255,45,Fairy~Human-Like,20,50,FALSE,Morgrem,Purple,Humanoid,3,1,1,1,1,1,1,1,2,1,1,0,1,1,0.5,0,0.25,2,2
RU,Obstagoon,862,Reckless~Guts~Defiant,Dark~Normal,93,90,101,60,81,95,16,460,Blocking Pokémon,8,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,260,45,Field,15,50,FALSE,Linoone,Gray,Upright,5,1,1,1,1,1,1,4,1,1,1,0,2,1,0,1,0.5,1,2
(PU),Perrserker,863,Battle Armor~Tough Claws~Steely Spirit,Steel,70,110,100,50,60,50,8,280,Viking Pokémon,8,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,154,90,Field,20,50,FALSE,Meowth,Brown,Upright,11,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
(PU),Cursola,864,Weak Armor~Perish Body,Ghost,60,95,50,145,130,30,10,4,Coral Pokémon,8,0.75,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,179,30,Water 1~Water 3,20,50,FALSE,Corsola,White,Arms,15,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
(PU),Runerigus,867,Wandering Spirit,Ground~Ghost,58,95,145,50,105,30,16,666,Grudge Pokémon,8,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,169,90,Mineral~Amorphous,25,50,FALSE,Yamask,Gray,Blob,6,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1
LC,Milcery,868,Sweet Veil~Aroma Veil,Fairy,45,40,40,50,61,34,2,3,Cream Pokémon,8,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,54,200,Fairy~Amorphous,20,50,TRUE,,White,Ball,19,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
(PU),Alcremie,869,Sweet Veil~Aroma Veil,Fairy,65,60,75,110,121,64,3,5,Cream Pokémon,8,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,173,100,Fairy~Amorphous,20,50,FALSE,Milcery,White,Blob,19,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
(PU),Falinks,870,Battle Armor~Defiant,Fighting,65,100,100,70,60,75,30,620,Formation Pokémon,8,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,165,45,Fairy~Mineral,25,50,FALSE,,Yellow,Heads,29,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
(PU),Pincurchin,871,Lightning Rod~Electric Surge,Electric,48,101,95,91,85,15,3,10,Sea Urchin Pokémon,8,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,152,75,Water 1~Amorphous,20,50,FALSE,,Purple,Tentacles,34,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
LC,Snom,872,Shield Dust~Ice Scales,Ice~Bug,30,25,35,45,30,20,3,38,Worm Pokémon,8,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,37,190,Bug,20,50,TRUE,,White,Squiggle,2,1,4,1,1,0.5,0.5,1,1,0.5,2,1,1,4,1,1,1,2,1
(PU),Frosmoth,873,Shield Dust~Ice Scales,Ice~Bug,70,65,60,125,90,65,13,420,Frost Moth Pokémon,8,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,168,75,Bug,20,50,FALSE,Snom,White,Bug-Wings,2,1,4,1,1,0.5,0.5,1,1,0.5,2,1,1,4,1,1,1,2,1
(PU),Stonjourner,874,Power Spot,Rock,100,125,135,20,20,70,25,5200,Big Rock Pokémon,8,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,165,60,Mineral,25,50,FALSE,,Gray,Legs,16,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
(PU),Morpeko,877,Hunger Switch,Electric~Dark,58,95,58,70,58,97,3,30,Two-Sided Pokémon,8,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,153,180,Field~Fairy,10,50,FALSE,,Yellow,Humanoid,2,1,1,1,0.5,1,1,2,1,2,0.5,0,2,1,0.5,1,0.5,0.5,2
LC,Cufant,878,Sheer Force~Heavy Metal,Steel,72,80,49,40,49,40,12,1000,Copperderm Pokémon,8,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,66,190,Field~Mineral,25,50,TRUE,,Yellow,Quadruped,11,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
NU,Copperajah,879,Sheer Force~Heavy Metal,Steel,122,130,69,80,69,30,30,6500,Copperderm Pokémon,8,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,175,90,Field~Mineral,25,50,FALSE,Cufant,Green,Quadruped,11,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
UUBL,Dracozolt,880,Volt Absorb~Hustle~Sand Rush,Electric~Dragon,90,100,90,80,70,75,18,1900,Fossil Pokémon,8,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,177,45,Undiscovered,35,50,FALSE,,Green,Upright,3,1,0.5,0.5,0.25,0.5,2,1,1,2,0.5,1,1,1,1,2,1,0.5,2
UUBL,Arctozolt,881,Volt Absorb~Static~Slush Rush,Electric~Ice,90,100,90,90,80,55,23,1500,Fossil Pokémon,8,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,177,45,Undiscovered,35,50,FALSE,,Blue,Upright,2,1,2,1,0.5,1,0.5,2,1,2,0.5,1,1,2,1,1,1,1,1
Uber,Dracovish,882,Water Absorb~Strong Jaw~Sand Rush,Water~Dragon,90,90,100,70,80,75,23,2150,Fossil Pokémon,8,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,177,45,Undiscovered,35,50,FALSE,,Green,Legs,3,1,0.25,0.25,1,1,1,1,1,1,1,1,1,1,1,2,1,0.5,2
(PU),Arctovish,883,Water Absorb~Ice Body~Slush Rush,Water~Ice,90,90,100,80,90,55,20,1750,Fossil Pokémon,8,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,177,45,Undiscovered,35,50,FALSE,,Blue,Fish,7,1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1
PUBL,Duraludon,884,Light Metal~Heavy Metal~Stalwart,Steel~Dragon,70,95,115,120,50,85,18,400,Alloy Pokémon,8,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,187,45,Mineral~Dragon,30,50,FALSE,,White,Upright,2,0.5,1,0.5,0.5,0.25,1,2,0,2,0.5,0.5,0.5,0.5,1,1,1,0.5,1
LC,Dreepy,885,Clear Body~Infiltrator~Cursed Body,Dragon~Ghost,28,60,30,40,30,82,5,20,Lingering Pokémon,8,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,54,45,Amorphous~Dragon,40,50,TRUE,,Green,Squiggle,5,0,0.5,0.5,0.5,0.5,2,0,0.5,1,1,1,0.5,1,2,2,2,1,2
NFE,Drakloak,886,Clear Body~Infiltrator~Cursed Body,Dragon~Ghost,68,80,50,60,50,102,14,110,Caretaker Pokémon,8,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,144,45,Amorphous~Dragon,40,50,TRUE,Dreepy,Green,Arms,5,0,0.5,0.5,0.5,0.5,2,0,0.5,1,1,1,0.5,1,2,2,2,1,2
OU,Dragapult,887,Clear Body~Infiltrator~Cursed Body,Dragon~Ghost,88,120,75,100,75,142,30,500,Stealth Pokémon,8,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,300,45,Amorphous~Dragon,40,50,FALSE,Drakloak,Green,Upright,5,0,0.5,0.5,0.5,0.5,2,0,0.5,1,1,1,0.5,1,2,2,2,1,2
Uber,Eternatus,890,Pressure,Poison~Dragon,140,85,95,145,95,130,200,9500,Gigantic Pokémon,8,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,345,255,Undiscovered,120,0,FALSE,,Purple,Wings,4,1,0.5,0.5,0.5,0.25,2,0.5,0.5,2,1,2,0.5,1,1,2,1,1,1
NFE,Kubfu,891,Inner Focus,Fighting,60,90,60,53,50,72,6,120,Wushu Pokémon,8,0.125,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,77,3,Undiscovered,120,50,TRUE,,Gray,Upright,29,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
UU,Zarude,893,Leaf Guard,Dark~Grass,105,120,105,70,95,105,18,700,Rogue Monkey Pokémon,8,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,300,3,Undiscovered,120,0,FALSE,,Green,Upright,4,1,2,0.5,0.5,0.5,2,2,2,0.5,2,0,4,1,0.5,1,0.5,1,2
UU,Regieleki,894,Transistor,Electric,80,100,50,100,50,200,12,1450,Electron Pokémon,8,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,290,3,Undiscovered,120,35,FALSE,,Yellow,Humanoid,34,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
NUBL,Regidrago,895,Dragons Maw,Dragon,200,100,50,100,50,80,21,2000,Dragon Orb Pokémon,8,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,290,3,Undiscovered,120,35,FALSE,,Green,Humanoid,13,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
NU,Glastrier,896,Chilling Neigh,Ice,100,145,130,65,110,30,22,8000,Wild Horse Pokémon,8,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,290,3,Undiscovered,120,35,FALSE,,White,Quadruped,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
Uber,Spectrier,897,Grim Neigh,Ghost,100,65,60,145,80,130,20,445,Swift Horse Pokémon,8,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,290,3,Undiscovered,120,35,FALSE,,Black,Quadruped,15,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
(PU),Calyrex,898,Unnerve,Psychic~Grass,100,80,80,80,80,80,11,77,King Pokémon,8,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,250,3,Undiscovered,120,100,FALSE,,Green,Humanoid,4,1,2,0.5,0.5,0.5,2,0.5,2,0.5,2,0.5,4,1,2,1,2,1,1
